_PRODUCT_UPC_CODE	_PRODUCT_DESCRIPTION_EN	_PRODUCT_DESCRIPTION_HK	_PRODUCT_LONG_DESCRIPTION_EN	_PRODUCT_LONG_DESCRIPTION_HK	_SERVICE_TYPE_CODE	_SERVICE_TYPE_NAME_EN	_SERVICE_TYPE_NAME_HK	_SERVICE_TYPE_NAME_CN	_ZONE_CODE	_BRAND_CODE	_BRAND_DESCRIPTION_EN	_BRAND_DESCRIPTION_HK	_PRODUCT_TEMPLATE_CODE	_DESTINATION_CODE	_DESTINATION_NAME_EN	_DESTINATION_NAME_HK	_DESTINATION_NAME_CN	_WEIGHT_LIMIT	_WEIGHT_FROM	_WEIGHT_TO	_TRACKING_LEVEL	_PRODUCT_RETAIL_PRICE_HKD	_PRODUCT_RETAIL_PRICE_USD	_PRODUCT_CREATED_DATE
EXP_1_NZ_NZ_0.411_0.420	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.411kg to 0.420kg	易網遞 (e-Express) 至 新西蘭, 0.411kg 至 0.420kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.411	0.420	1	56.00	7.1794871794871795	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.421_0.430	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.421kg to 0.430kg	易網遞 (e-Express) 至 新西蘭, 0.421kg 至 0.430kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.421	0.430	1	56.50	7.2435897435897436	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.431_0.440	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.431kg to 0.440kg	易網遞 (e-Express) 至 新西蘭, 0.431kg 至 0.440kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.431	0.440	1	57.00	7.3076923076923077	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.441_0.450	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.441kg to 0.450kg	易網遞 (e-Express) 至 新西蘭, 0.441kg 至 0.450kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.441	0.450	1	57.50	7.3717948717948718	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.451_0.460	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.451kg to 0.460kg	易網遞 (e-Express) 至 新西蘭, 0.451kg 至 0.460kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.451	0.460	1	58.00	7.4358974358974359	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.461_0.470	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.461kg to 0.470kg	易網遞 (e-Express) 至 新西蘭, 0.461kg 至 0.470kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.461	0.470	1	58.50	7.5000000000000000	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.471_0.480	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.471kg to 0.480kg	易網遞 (e-Express) 至 新西蘭, 0.471kg 至 0.480kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.471	0.480	1	59.00	7.5641025641025641	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.481_0.490	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.481kg to 0.490kg	易網遞 (e-Express) 至 新西蘭, 0.481kg 至 0.490kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.481	0.490	1	59.50	7.6282051282051282	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.491_0.500	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.491kg to 0.500kg	易網遞 (e-Express) 至 新西蘭, 0.491kg 至 0.500kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.491	0.500	1	60.00	7.6923076923076923	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.501_0.510	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.501kg to 0.510kg	易網遞 (e-Express) 至 新西蘭, 0.501kg 至 0.510kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.501	0.510	1	60.50	7.7564102564102564	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.511_0.520	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.511kg to 0.520kg	易網遞 (e-Express) 至 新西蘭, 0.511kg 至 0.520kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.511	0.520	1	61.00	7.8205128205128205	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.521_0.530	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.521kg to 0.530kg	易網遞 (e-Express) 至 新西蘭, 0.521kg 至 0.530kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.521	0.530	1	61.50	7.8846153846153846	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.531_0.540	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.531kg to 0.540kg	易網遞 (e-Express) 至 新西蘭, 0.531kg 至 0.540kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.531	0.540	1	62.00	7.9487179487179487	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.541_0.550	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.541kg to 0.550kg	易網遞 (e-Express) 至 新西蘭, 0.541kg 至 0.550kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.541	0.550	1	62.50	8.0128205128205128	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.551_0.560	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.551kg to 0.560kg	易網遞 (e-Express) 至 新西蘭, 0.551kg 至 0.560kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.551	0.560	1	63.00	8.0769230769230769	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.561_0.570	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.561kg to 0.570kg	易網遞 (e-Express) 至 新西蘭, 0.561kg 至 0.570kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.561	0.570	1	63.50	8.1410256410256410	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.571_0.580	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.571kg to 0.580kg	易網遞 (e-Express) 至 新西蘭, 0.571kg 至 0.580kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.571	0.580	1	64.00	8.2051282051282051	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.581_0.590	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.581kg to 0.590kg	易網遞 (e-Express) 至 新西蘭, 0.581kg 至 0.590kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.581	0.590	1	64.50	8.2692307692307692	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.591_0.600	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.591kg to 0.600kg	易網遞 (e-Express) 至 新西蘭, 0.591kg 至 0.600kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.591	0.600	1	65.00	8.3333333333333333	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.601_0.610	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.601kg to 0.610kg	易網遞 (e-Express) 至 新西蘭, 0.601kg 至 0.610kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.601	0.610	1	65.50	8.3974358974358974	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.611_0.620	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.611kg to 0.620kg	易網遞 (e-Express) 至 新西蘭, 0.611kg 至 0.620kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.611	0.620	1	66.00	8.4615384615384615	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.621_0.630	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.621kg to 0.630kg	易網遞 (e-Express) 至 新西蘭, 0.621kg 至 0.630kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.621	0.630	1	66.50	8.5256410256410256	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.631_0.640	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.631kg to 0.640kg	易網遞 (e-Express) 至 新西蘭, 0.631kg 至 0.640kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.631	0.640	1	67.00	8.5897435897435897	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.641_0.650	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.641kg to 0.650kg	易網遞 (e-Express) 至 新西蘭, 0.641kg 至 0.650kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.641	0.650	1	67.50	8.6538461538461538	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.651_0.660	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.651kg to 0.660kg	易網遞 (e-Express) 至 新西蘭, 0.651kg 至 0.660kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.651	0.660	1	68.00	8.7179487179487179	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.661_0.670	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.661kg to 0.670kg	易網遞 (e-Express) 至 新西蘭, 0.661kg 至 0.670kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.661	0.670	1	68.50	8.7820512820512821	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.671_0.680	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.671kg to 0.680kg	易網遞 (e-Express) 至 新西蘭, 0.671kg 至 0.680kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.671	0.680	1	69.00	8.8461538461538462	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.681_0.690	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.681kg to 0.690kg	易網遞 (e-Express) 至 新西蘭, 0.681kg 至 0.690kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.681	0.690	1	69.50	8.9102564102564103	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.691_0.700	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.691kg to 0.700kg	易網遞 (e-Express) 至 新西蘭, 0.691kg 至 0.700kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.691	0.700	1	70.00	8.9743589743589744	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.701_0.710	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.701kg to 0.710kg	易網遞 (e-Express) 至 新西蘭, 0.701kg 至 0.710kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.701	0.710	1	70.50	9.0384615384615385	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.711_0.720	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.711kg to 0.720kg	易網遞 (e-Express) 至 新西蘭, 0.711kg 至 0.720kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.711	0.720	1	71.00	9.1025641025641026	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.721_0.730	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.721kg to 0.730kg	易網遞 (e-Express) 至 新西蘭, 0.721kg 至 0.730kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.721	0.730	1	71.50	9.1666666666666667	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.731_0.740	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.731kg to 0.740kg	易網遞 (e-Express) 至 新西蘭, 0.731kg 至 0.740kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.731	0.740	1	72.00	9.2307692307692308	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.741_0.750	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.741kg to 0.750kg	易網遞 (e-Express) 至 新西蘭, 0.741kg 至 0.750kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.741	0.750	1	72.50	9.2948717948717949	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.751_0.760	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.751kg to 0.760kg	易網遞 (e-Express) 至 新西蘭, 0.751kg 至 0.760kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.751	0.760	1	73.00	9.3589743589743590	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.761_0.770	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.761kg to 0.770kg	易網遞 (e-Express) 至 新西蘭, 0.761kg 至 0.770kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.761	0.770	1	73.50	9.4230769230769231	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.771_0.780	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.771kg to 0.780kg	易網遞 (e-Express) 至 新西蘭, 0.771kg 至 0.780kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.771	0.780	1	74.00	9.4871794871794872	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.781_0.790	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.781kg to 0.790kg	易網遞 (e-Express) 至 新西蘭, 0.781kg 至 0.790kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.781	0.790	1	74.50	9.5512820512820513	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.791_0.800	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.791kg to 0.800kg	易網遞 (e-Express) 至 新西蘭, 0.791kg 至 0.800kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.791	0.800	1	75.00	9.6153846153846154	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.801_0.810	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.801kg to 0.810kg	易網遞 (e-Express) 至 新西蘭, 0.801kg 至 0.810kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.801	0.810	1	75.50	9.6794871794871795	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.811_0.820	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.811kg to 0.820kg	易網遞 (e-Express) 至 新西蘭, 0.811kg 至 0.820kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.811	0.820	1	76.00	9.7435897435897436	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.821_0.830	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.821kg to 0.830kg	易網遞 (e-Express) 至 新西蘭, 0.821kg 至 0.830kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.821	0.830	1	76.50	9.8076923076923077	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.831_0.840	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.831kg to 0.840kg	易網遞 (e-Express) 至 新西蘭, 0.831kg 至 0.840kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.831	0.840	1	77.00	9.8717948717948718	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.841_0.850	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.841kg to 0.850kg	易網遞 (e-Express) 至 新西蘭, 0.841kg 至 0.850kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.841	0.850	1	77.50	9.9358974358974359	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.851_0.860	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.851kg to 0.860kg	易網遞 (e-Express) 至 新西蘭, 0.851kg 至 0.860kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.851	0.860	1	78.00	10.0000000000000000	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.861_0.870	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.861kg to 0.870kg	易網遞 (e-Express) 至 新西蘭, 0.861kg 至 0.870kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.861	0.870	1	78.50	10.0641025641025641	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.871_0.880	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.871kg to 0.880kg	易網遞 (e-Express) 至 新西蘭, 0.871kg 至 0.880kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.871	0.880	1	79.00	10.1282051282051282	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.881_0.890	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.881kg to 0.890kg	易網遞 (e-Express) 至 新西蘭, 0.881kg 至 0.890kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.881	0.890	1	79.50	10.1923076923076923	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.891_0.900	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.891kg to 0.900kg	易網遞 (e-Express) 至 新西蘭, 0.891kg 至 0.900kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.891	0.900	1	80.00	10.2564102564102564	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.901_0.910	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.901kg to 0.910kg	易網遞 (e-Express) 至 新西蘭, 0.901kg 至 0.910kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.901	0.910	1	80.50	10.3205128205128205	2021-03-22 09:03:21
EXP_1_NZ_NZ_0.911_0.920	e-Express Service to NEW ZEALAND	易網遞 (e-Express) 至 新西蘭	e-Express Service to NEW ZEALAND, weight from 0.911kg to 0.920kg	易網遞 (e-Express) 至 新西蘭, 0.911kg 至 0.920kg 重	EXP_1	e-Express Service	易網遞 (e-Express)	易网递 (e-Express)	NZ	HKP01	Hong Kong Post	香港郵政	SHP01	NZNZ1	NEW ZEALAND	新西蘭	新西兰	2.000	0.911	0.920	1	81.00	10.3846153846153846	2021-03-22 09:03:21
